"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b" acq_opt_time model_fit_time cum_iteration_time
1 21.65042084750695 21.65042084750695 332.27042084750695 332.27042084750695 None None None
2 14.565702104572438 14.565702104572438 325.18570210457244 325.18570210457244 None None None
3 39.781273204728905 14.565702104572438 350.4012732047289 325.18570210457244 0.026993143999999525 0.021537293999999818 0
4 10.809531954476256 10.809531954476256 321.42953195447626 321.42953195447626 0.11126307700000027 0.03839872100000008 5.439414793
5 26.99082595673707 10.809531954476256 337.6108259567371 321.42953195447626 0.09513242800000032 0.04768055999999987 5.589832176
6 16.32929764633053 10.809531954476256 326.94929764633054 321.42953195447626 0.1191886370000006 0.057416972999999594 5.733667974
7 0.699949854060776 0.699949854060776 311.3199498540608 311.3199498540608 0.09811390499999995 0.05934512100000067 5.9115694
8 9.520098181790729 0.699949854060776 320.14009818179073 311.3199498540608 0.09975488200000004 0.05843869200000018 6.070088903
9 2.7018763859670116 0.699949854060776 313.321876385967 311.3199498540608 0.09953718899999942 0.061416141999999674 6.229452353
10 2.228665999287273 0.699949854060776 312.8486659992873 311.3199498540608 0.09511413999999974 0.05733524900000031 6.391546497
11 15.528578310389946 0.699949854060776 326.14857831038995 311.3199498540608 0.09793732899999963 0.06421588400000022 6.545154313
12 18.352665579004622 0.699949854060776 328.9726655790046 311.3199498540608 0.10372327700000028 0.0671463499999998 6.708406929
13 7.11215309756534 0.699949854060776 317.73215309756534 311.3199498540608 0.10060618300000002 0.06238552799999919 6.880348772
14 9.384455492201425 0.699949854060776 320.00445549220143 311.3199498540608 0.1072984530000003 0.062460366999999906 7.044337422
15 6.762863122964234 0.699949854060776 317.38286312296424 311.3199498540608 0.10779410699999925 0.06815835000000003 7.215468356
16 13.791027774534768 0.699949854060776 324.4110277745348 311.3199498540608 0.10781455899999948 0.06704715399999994 7.392607413
17 10.06045298053482 0.699949854060776 320.6804529805348 311.3199498540608 0.0466736550000002 0.05743271700000019 7.56849398
18 21.549008116893447 0.699949854060776 332.16900811689345 311.3199498540608 0.05174791900000031 0.082249762 7.67433727
19 3.5903361793345994 0.699949854060776 314.2103361793346 311.3199498540608 0.029072433999999703 0.07362570699999971 7.809866757
20 2.443659918478602 0.699949854060776 313.0636599184786 311.3199498540608 0.029081529000000828 0.05675148500000038 7.913695861
21 12.453826791274537 0.699949854060776 323.07382679127454 311.3199498540608 0.029371402000000657 0.05612674599999856 8.000602404
22 12.736236418588305 0.699949854060776 323.3562364185883 311.3199498540608 0.029434120999999536 0.05829638500000023 8.087429708
23 16.14485525038043 0.699949854060776 326.76485525038044 311.3199498540608 0.02977789900000083 0.05614315100000056 8.176267329
24 34.236616409122064 0.699949854060776 344.85661640912207 311.3199498540608 0.02903572199999971 0.05613584799999849 8.263390516
25 2.172856216182595 0.699949854060776 312.7928562161826 311.3199498540608 0.028885666000000754 0.05676299200000123 8.349597487
26 5.878588086380773 0.699949854060776 316.4985880863808 311.3199498540608 0.029484124000001444 0.05614426100000003 8.436263258
27 14.52625167662643 0.699949854060776 325.14625167662643 311.3199498540608 0.04443101300000052 0.0725637360000011 8.522960605
28 21.75699130458895 0.699949854060776 332.37699130458896 311.3199498540608 0.03703641400000102 0.05558320899999991 8.641310787
29 8.771726457073214 0.699949854060776 319.3917264570732 311.3199498540608 0.03066472799999964 0.06107344399999981 8.735025519
30 6.000959624090228 0.699949854060776 316.62095962409023 311.3199498540608 0.030761331999999086 0.06075068799999883 8.827967483
31 11.511924833531054 0.699949854060776 322.13192483353106 311.3199498540608 0.03064945300000055 0.061289455000000714 8.920616878
32 6.546367299200085 0.699949854060776 317.1663672992001 311.3199498540608 0.030410779000000332 0.06065920399999847 9.013703428
33 13.595621438296803 0.699949854060776 324.2156214382968 311.3199498540608 0.03174928100000152 0.05988164899999937 9.105941121
34 10.883794581893596 0.699949854060776 321.5037945818936 311.3199498540608 0.030938908999999626 0.06043155799999944 9.198656532
35 9.430678527398129 0.699949854060776 320.05067852739813 311.3199498540608 0.031118383000000804 0.06117346999999995 9.291084069
36 8.87741414663276 0.699949854060776 319.49741414663276 311.3199498540608 0.03135065799999914 0.06302612700000054 9.38473156
37 11.893887773979088 0.699949854060776 322.5138877739791 311.3199498540608 0.0316407329999997 0.061977532000000224 9.480264853
38 19.344687007937125 0.699949854060776 329.96468700793713 311.3199498540608 0.041809548000001584 0.06089061299999976 9.574981113
39 19.74498115478235 0.699949854060776 330.36498115478236 311.3199498540608 0.03085664999999871 0.06056101599999941 9.678783656
40 23.802662123604705 0.699949854060776 334.4226621236047 311.3199498540608 0.03117878900000015 0.06081970500000011 9.771373742
41 8.301101284135711 0.699949854060776 318.9211012841357 311.3199498540608 0.04526408399999937 0.07068853600000047 9.864442046
42 2.022212021742007 0.699949854060776 312.642212021742 311.3199498540608 0.03917853099999924 0.08962280899999975 9.981861107
43 27.790839607080613 0.699949854060776 338.4108396070806 311.3199498540608 0.03099581700000087 0.061089679000000174 10.112008869
44 8.758431961807219 0.699949854060776 319.3784319618072 311.3199498540608 0.03073640599999905 0.06021058600000018 10.205433004
45 27.882787745596602 0.699949854060776 338.5027877455966 311.3199498540608 0.03156479500000131 0.06113538700000021 10.297423377
46 49.1272680926341 0.699949854060776 359.7472680926341 311.3199498540608 0.03092325099999904 0.06052887399999918 10.391323325
47 16.63776270103233 0.699949854060776 327.25776270103233 311.3199498540608 0.030661013999999653 0.061773583999999104 10.483955854
