"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b" acq_opt_time model_fit_time cum_iteration_time
1 160.90498162883472 160.90498162883472 240.38498162883474 240.38498162883474 None None None
2 109.32368204773475 109.32368204773475 188.80368204773475 188.80368204773475 None None None
3 67.8503639089122 67.8503639089122 147.3303639089122 147.3303639089122 None None None
4 88.896525793512 67.8503639089122 168.376525793512 147.3303639089122 None None None
5 87.57880641150219 67.8503639089122 167.0588064115022 147.3303639089122 None None None
6 153.38643958117922 67.8503639089122 232.86643958117924 147.3303639089122 None None None
7 39.634188421321554 39.634188421321554 119.11418842132156 119.11418842132156 None None None
8 100.32677488139093 39.634188421321554 179.80677488139094 119.11418842132156 None None None
9 119.08855678310705 39.634188421321554 198.56855678310706 119.11418842132156 None None None
10 150.92329215538757 39.634188421321554 230.4032921553876 119.11418842132156 None None None
11 152.55736485481555 39.634188421321554 232.03736485481556 119.11418842132156 0.4295429799999999 0.3050597789999996 0
12 149.42053245987836 39.634188421321554 228.90053245987838 119.11418842132156 0.7775515180000001 0.46905295400000035 5.685420716
13 130.31824625655423 39.634188421321554 209.79824625655425 119.11418842132156 0.37305691700000043 0.6404751019999999 6.933857978
14 144.2615770975073 39.634188421321554 223.74157709750733 119.11418842132156 0.37094587200000007 0.5500821020000002 7.950733938
15 86.29278866455384 39.634188421321554 165.77278866455384 119.11418842132156 0.3850862500000005 0.5260008569999997 8.874273394
16 199.1417954660493 39.634188421321554 278.6217954660493 119.11418842132156 0.608004063000001 0.49418299599999926 9.787745383
17 194.8812342300689 39.634188421321554 274.36123423006893 119.11418842132156 0.8445136860000009 0.6287526279999991 10.892321654
18 109.97529161487138 39.634188421321554 189.45529161487138 119.11418842132156 0.6255059089999992 0.9946331060000002 12.36861825
19 104.9190638773821 39.634188421321554 184.3990638773821 119.11418842132156 0.5091180830000006 1.0418449869999993 13.991354574
20 55.190340306371766 39.634188421321554 134.67034030637177 119.11418842132156 0.5441009359999995 0.6964280880000011 15.710779029
21 76.9138078979217 39.634188421321554 156.3938078979217 119.11418842132156 0.6116334670000008 1.032758373 16.953555835
22 88.09660218646731 39.634188421321554 167.5766021864673 119.11418842132156 0.28101880200000195 0.6334871870000001 18.691217427
23 150.95095793620828 39.634188421321554 230.4309579362083 119.11418842132156 0.3714100909999978 0.6119975259999997 19.608352848
24 141.08762421250213 39.634188421321554 220.56762421250215 119.11418842132156 0.5307928359999998 0.6637312670000028 20.594489948
25 115.8847349732787 39.634188421321554 195.3647349732787 119.11418842132156 0.5254209580000015 0.6963115090000009 21.794875287
26 129.44059209683167 39.634188421321554 208.92059209683168 119.11418842132156 0.2602656259999989 0.49441896899999804 23.022903471
27 110.7047809171551 39.634188421321554 190.1847809171551 119.11418842132156 0.3624539440000021 0.5157581479999997 23.780260182
28 126.73980060095313 39.634188421321554 206.21980060095314 119.11418842132156 0.29921904899999774 1.8389431840000015 24.660767096
29 149.69330503769015 39.634188421321554 229.17330503769017 119.11418842132156 0.5692746620000015 1.5673418890000015 26.801377997
30 87.12293289229133 39.634188421321554 166.60293289229134 119.11418842132156 0.3502626719999995 1.4347227889999985 28.941045855
31 95.9086092131778 39.634188421321554 175.3886092131778 119.11418842132156 0.2782874570000011 0.5909223580000003 30.729205263
32 135.39109378594475 39.634188421321554 214.87109378594477 119.11418842132156 0.29266395500000186 0.4912906219999975 31.600738359
33 115.08002599620558 39.634188421321554 194.56002599620558 119.11418842132156 0.41496926300000325 0.5605182649999989 32.386972412
34 154.0646886690581 39.634188421321554 233.54468866905813 119.11418842132156 0.2989651990000013 1.2466983509999991 33.364880125
35 151.26638805196882 39.634188421321554 230.74638805196884 119.11418842132156 0.3631194519999994 0.9641629109999954 34.913072076
36 128.6263693140741 39.634188421321554 208.10636931407413 119.11418842132156 0.3896572789999979 1.122271714 36.242949342
37 138.49714054059547 39.634188421321554 217.97714054059549 119.11418842132156 0.3143571890000061 1.5853996239999972 37.757834018
