"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b" acq_opt_time model_fit_time cum_iteration_time
1 256247.37129558128 256247.37129558128 256396.52129558127 256396.52129558127 None None None
2 254666.3087081842 254666.3087081842 254815.4587081842 254815.4587081842 None None None
3 93462.80421792383 93462.80421792383 93611.95421792382 93611.95421792382 None None None
4 244942.94644250823 93462.80421792383 245092.09644250822 93611.95421792382 None None None
5 459568.82175126986 93462.80421792383 459717.9717512699 93611.95421792382 None None None
6 292004.9200664091 93462.80421792383 292154.0700664091 93611.95421792382 None None None
7 205800.46186714852 93462.80421792383 205949.61186714852 93611.95421792382 None None None
8 222693.08493661258 93462.80421792383 222842.23493661257 93611.95421792382 None None None
9 262631.2486565659 93462.80421792383 262780.3986565659 93611.95421792382 None None None
10 362353.7134295674 93462.80421792383 362502.8634295674 93611.95421792382 None None None
