"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b" acq_opt_time model_fit_time cum_iteration_time
1 631561.2106693791 631561.2106693791 631710.3606693791 631710.3606693791 None None None
2 41373.469147479766 41373.469147479766 41522.61914747977 41522.61914747977 None None None
3 305787.2744933436 41373.469147479766 305936.4244933436 41522.61914747977 None None None
4 376077.597534681 41373.469147479766 376226.747534681 41522.61914747977 None None None
5 381609.4214502649 41373.469147479766 381758.57145026495 41522.61914747977 None None None
6 348332.1092527988 41373.469147479766 348481.2592527988 41522.61914747977 None None None
7 231857.37615315043 41373.469147479766 232006.52615315042 41522.61914747977 None None None
8 125316.83801914232 41373.469147479766 125465.98801914231 41522.61914747977 None None None
9 433501.07085883827 41373.469147479766 433650.2208588383 41522.61914747977 None None None
10 288619.69776540244 41373.469147479766 288768.84776540246 41522.61914747977 None None None
11 226134.97492406852 41373.469147479766 226284.1249240685 41522.61914747977 0.31227086800000015 0.11512771499999985 0
12 106375.41432646054 41373.469147479766 106524.56432646053 41522.61914747977 0.6177667910000002 0.24835704999999964 3.205295152
13 202361.36523730302 41373.469147479766 202510.515237303 41522.61914747977 0.223020204 0.22276253300000004 4.072402673
14 55126.43842021075 41373.469147479766 55275.58842021075 41522.61914747977 0.38720909200000087 0.3270354470000001 4.519390299
15 76900.87054437715 41373.469147479766 77050.02054437714 41522.61914747977 0.2284160479999997 0.5341482129999999 5.234999877
16 728404.081503564 41373.469147479766 728553.231503564 41522.61914747977 0.5793864549999999 0.36400092399999995 5.998732462
17 121817.79357179711 41373.469147479766 121966.9435717971 41522.61914747977 0.19956745300000023 0.5294925880000001 6.943506033
18 79156.16160083428 41373.469147479766 79305.31160083428 41522.61914747977 0.31946588799999986 0.5035890259999993 7.673903492
19 70459.90695058538 41373.469147479766 70609.05695058538 41522.61914747977 0.27773779600000026 0.6277377169999987 8.503838362
20 65630.65433459642 41373.469147479766 65779.80433459641 41522.61914747977 0.30702803600000017 0.5167084539999998 9.410759019
21 92768.72506989805 41373.469147479766 92917.87506989804 41522.61914747977 1.252847591 0.6279690359999996 10.235880108
22 301979.1262497975 41373.469147479766 302128.27624979755 41522.61914747977 0.7499886839999999 0.6645199529999992 12.118405559
23 186849.22769662697 41373.469147479766 186998.37769662697 41522.61914747977 0.4995998979999996 0.5793608700000004 13.53395404
24 110830.0392968971 41373.469147479766 110979.1892968971 41522.61914747977 0.2033527339999992 0.7010180370000008 14.614330305
25 98202.97896338488 41373.469147479766 98352.12896338488 41522.61914747977 0.30706172200000026 0.4858400669999998 15.520198872
26 297089.0227750069 41373.469147479766 297238.1727750069 41522.61914747977 0.2915437499999989 0.2627521609999981 16.31445158
27 83739.0015095921 41373.469147479766 83888.15150959209 41522.61914747977 0.2105418799999974 0.2707654720000008 16.870382185
28 63415.58513392108 41373.469147479766 63564.73513392108 41522.61914747977 0.702024232000003 0.3084995809999995 17.353027622
29 235488.7584428167 41373.469147479766 235637.9084428167 41522.61914747977 0.48411481199999784 0.5240665199999981 18.368646317
30 339506.45200140355 41373.469147479766 339655.6020014036 41522.61914747977 0.895179008000003 0.511468494999999 19.378189028
31 570927.677338072 41373.469147479766 571076.827338072 41522.61914747977 0.8794178989999999 0.8083446410000015 20.786185164
32 176894.59020117708 41373.469147479766 177043.74020117708 41522.61914747977 0.38264042300000156 0.8528364269999997 22.47519095
33 182854.12110315458 41373.469147479766 183003.27110315458 41522.61914747977 0.807800021000002 2.4209017400000015 23.711926033
34 93189.8554675198 41373.469147479766 93339.00546751979 41522.61914747977 0.30239731500000033 0.4245835879999973 26.941639654
35 262996.62857861887 41373.469147479766 263145.7785786189 41522.61914747977 0.2757295400000004 0.4120111460000011 27.669445967
36 71801.7722418268 41373.469147479766 71950.92224182679 41522.61914747977 0.6050584029999975 0.5506118529999995 28.358583139
37 358944.95307953074 41373.469147479766 359094.10307953076 41522.61914747977 0.3067064859999995 0.5331902379999995 29.515783454
38 306048.0667782993 41373.469147479766 306197.2167782993 41522.61914747977 0.3655796109999976 0.6209278999999981 30.35700087
39 263741.10446302645 41373.469147479766 263890.2544630265 41522.61914747977 0.436466302999996 0.529842047999999 31.344941145
40 390651.1624348312 41373.469147479766 390800.3124348312 41522.61914747977 0.5272537800000023 0.6087548659999982 32.314720558
41 133855.423283018 41373.469147479766 134004.573283018 41522.61914747977 0.33982384200000126 0.29721676900000205 33.452014755
42 199896.73996286083 41373.469147479766 200045.88996286082 41522.61914747977 0.3108788380000007 0.26090979199999964 34.090177105
43 77296.81573985278 41373.469147479766 77445.96573985278 41522.61914747977 0.6910299190000018 0.31453868499999516 34.663354718
44 91414.26760974224 41373.469147479766 91563.41760974223 41522.61914747977 0.19724143900000257 0.5939932440000035 35.670127199
45 90318.75576086236 41373.469147479766 90467.90576086236 41522.61914747977 0.26361353299999735 2.2109438290000014 36.4628141
46 206969.21504115453 41373.469147479766 207118.36504115452 41522.61914747977 0.1944578449999952 0.24285156999999913 38.93883279
47 120888.3064524375 41373.469147479766 121037.45645243749 41522.61914747977 0.2943632249999979 0.28961420400000293 39.377344849
48 161189.97041172715 41373.469147479766 161339.12041172714 41522.61914747977 0.20390237599999494 0.26377224000000155 39.962725368
49 299981.5913224038 41373.469147479766 300130.74132240383 41522.61914747977 0.21476384599999676 0.262944705999999 40.43168025
50 142273.4021698896 41373.469147479766 142422.5521698896 41522.61914747977 0.21293914899999322 0.27632041300000054 40.910722884
51 73351.72074329984 41373.469147479766 73500.87074329983 41522.61914747977 0.24029237099999534 0.29955252499999574 41.401294437
52 139324.02294753675 41373.469147479766 139473.17294753675 41522.61914747977 0.2097020289999989 0.31086385999999777 41.942497817
53 238589.04749309347 41373.469147479766 238738.19749309347 41522.61914747977 0.20917727900000216 0.2745735829999987 42.464431663
54 335019.8797339791 41373.469147479766 335169.02973397914 41522.61914747977 0.21081400599999967 0.27752955100000065 42.949552782
55 158274.1706047929 41373.469147479766 158423.32060479288 41522.61914747977 0.21268669499999504 0.2842443099999983 43.439233379
56 133302.10440984165 41373.469147479766 133451.25440984164 41522.61914747977 0.2108012919999993 0.2776967790000029 43.937507793
57 470927.77387740935 41373.469147479766 471076.92387740937 41522.61914747977 0.21107190700000444 0.27932423800000095 44.427501986
58 407497.7461552066 41373.469147479766 407646.8961552066 41522.61914747977 0.21859597099999917 0.27848131599999704 44.919205829
59 275500.34260868066 41373.469147479766 275649.4926086807 41522.61914747977 0.8194971419999959 0.6088623500000026 45.41772174
60 169757.72376930344 41373.469147479766 169906.87376930343 41522.61914747977 0.7665031590000027 0.7285124379999957 46.848191762
61 107889.20064194548 41373.469147479766 108038.35064194548 41522.61914747977 0.21165957199999497 0.7649564069999997 48.344489707
62 63696.03962219824 41373.469147479766 63845.18962219824 41522.61914747977 0.8839427529999995 1.8125828020000014 49.32218363
63 22663.84525983987 22663.84525983987 22812.99525983987 22812.99525983987 0.688703419999996 1.8575674559999982 52.01985621
64 126107.30680504626 22663.84525983987 126256.45680504625 22812.99525983987 0.5923608450000017 0.4332568809999984 54.567916547
65 298718.4624340363 22663.84525983987 298867.61243403633 22812.99525983987 0.4216339230000017 1.7808062410000005 55.59455694
66 31954.911118248874 22663.84525983987 32104.061118248876 22812.99525983987 0.41405612100000155 0.927448278 57.798286053
67 70859.5285989289 22663.84525983987 71008.67859892889 22812.99525983987 0.4558353749999995 1.6954452379999978 59.141115191
68 54609.2382158113 22663.84525983987 54758.388215811305 22812.99525983987 0.34367277999999857 0.9307593619999963 61.294606666
69 43861.552849571264 22663.84525983987 44010.702849571266 22812.99525983987 0.48392625099999975 0.7766882849999988 62.570390136
70 337528.7851804818 22663.84525983987 337677.9351804818 22812.99525983987 0.29292292199998826 0.49105836799999736 63.832399304
71 82396.61065797487 22663.84525983987 82545.76065797487 22812.99525983987 0.20962324999999282 0.2856995369999993 64.617734568
72 11021.593383707179 11021.593383707179 11170.743383707179 11170.743383707179 0.318109445999994 0.32724528299999633 65.114427091
73 70408.96813410432 11021.593383707179 70558.11813410431 11170.743383707179 0.22368773700000588 0.30048718099999405 65.761271545
74 84270.9733482596 11021.593383707179 84420.1233482596 11170.743383707179 0.22575412699998765 0.29760852900000145 66.286774066
75 34360.02718311945 11021.593383707179 34509.17718311945 11170.743383707179 0.2251848530000018 0.317723230999988 66.811665909
76 172659.55453719114 11021.593383707179 172808.70453719114 11170.743383707179 0.2200299609999945 0.28612900400000285 67.355895908
77 120830.34968639193 11021.593383707179 120979.49968639192 11170.743383707179 0.728709404 0.5538154810000009 67.863375284
78 145944.068966769 11021.593383707179 146093.218966769 11170.743383707179 0.8850041849999997 2.587509846000003 69.147818338
79 33878.47694509201 11021.593383707179 34027.62694509201 11170.743383707179 0.3024184479999974 0.8591020049999969 72.62156423
80 35438.69884716282 11021.593383707179 35587.84884716282 11170.743383707179 0.22155103900000483 0.6781234920000117 73.78519489
81 112125.02846062616 11021.593383707179 112274.17846062615 11170.743383707179 0.3287415930000037 0.3314119340000019 74.686504518
82 139109.81345797205 11021.593383707179 139258.96345797204 11170.743383707179 0.24488814299999717 0.308990957000006 75.348070206
