"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b" acq_opt_time model_fit_time cum_iteration_time
1 79.00899443826802 79.00899443826802 119.78899443826802 119.78899443826802 None None None
2 85.37409212124643 79.00899443826802 126.15409212124644 119.78899443826802 None None None
3 78.57360388418324 78.57360388418324 119.35360388418324 119.35360388418324 None None None
4 71.38292324055053 71.38292324055053 112.16292324055053 112.16292324055053 None None None
5 70.13825591365891 70.13825591365891 110.91825591365891 110.91825591365891 None None None
6 83.45494737352291 70.13825591365891 124.23494737352291 110.91825591365891 None None None
7 82.08196213681708 70.13825591365891 122.86196213681708 110.91825591365891 None None None
8 79.80761778999147 70.13825591365891 120.58761778999147 110.91825591365891 None None None
9 78.02139154112 70.13825591365891 118.80139154112 110.91825591365891 None None None
10 77.99489608761556 70.13825591365891 118.77489608761556 110.91825591365891 None None None
